	UID	beer_name	rating
96506	2637	Solid Gold	3.92
96552	1	Spirit Beast 2018	4.59
97551	1000	Spirit Beast 2018	4.35
99234	1	Spooky Tooth Imperial Pumpkin	3.97
99562	329	Spooky Tooth Imperial Pumpkin	4.0
100256	1023	Spooky Tooth Imperial Pumpkin	3.22
101916	1	Stickee Monkee	4.48
101992	77	Stickee Monkee	4.17
101997	82	Stickee Monkee	4.3
102010	95	Stickee Monkee	4.6
102093	178	Stickee Monkee	4.75
102104	189	Stickee Monkee	4.41
102246	331	Stickee Monkee	4.0
102281	366	Stickee Monkee	4.88
102367	452	Stickee Monkee	4.4
102383	468	Stickee Monkee	4.22
102401	486	Stickee Monkee	4.57
102409	494	Stickee Monkee	4.43
102423	508	Stickee Monkee	4.9
102446	531	Stickee Monkee	4.25
102476	561	Stickee Monkee	4.25
102506	591	Stickee Monkee	4.47
102525	610	Stickee Monkee	4.75
102567	652	Stickee Monkee	4.23
102710	795	Stickee Monkee	4.6
102723	808	Stickee Monkee	5.0
102813	898	Stickee Monkee	4.39
102816	901	Stickee Monkee	4.28
102851	936	Stickee Monkee	4.4
102880	965	Stickee Monkee	4.74
102926	1011	Stickee Monkee	4.25
102946	1031	Stickee Monkee	4.64
103022	1107	Stickee Monkee	4.58
103073	1158	Stickee Monkee	4.37
103126	1211	Stickee Monkee	5.0
103171	1256	Stickee Monkee	4.72
103191	1276	Stickee Monkee	4.69
103194	1279	Stickee Monkee	4.18
103202	1287	Stickee Monkee	4.34
103225	1310	Stickee Monkee	4.63
103283	1368	Stickee Monkee	4.74
103334	1419	Stickee Monkee	4.59
103392	1477	Stickee Monkee	4.55
103395	1480	Stickee Monkee	4.5
103484	1569	Stickee Monkee	4.83
103574	1659	Stickee Monkee	4.19
103613	1698	Stickee Monkee	4.48
103641	1726	Stickee Monkee	4.02
103663	1748	Stickee Monkee	4.71
103726	1811	Stickee Monkee	4.5
103744	1829	Stickee Monkee	4.46
103771	1856	Stickee Monkee	4.87
103815	1900	Stickee Monkee	4.42
103826	1911	Stickee Monkee	4.15
103875	1960	Stickee Monkee	4.89
103903	1988	Stickee Monkee	4.28
103978	2063	Stickee Monkee	4.32
104002	2087	Stickee Monkee	4.75
104034	2119	Stickee Monkee	4.25
104094	2179	Stickee Monkee	3.75
104127	2212	Stickee Monkee	4.5
104146	2231	Stickee Monkee	4.53
104149	2234	Stickee Monkee	4.75
104184	2269	Stickee Monkee	4.71
104284	2369	Stickee Monkee	4.51
104480	2565	Stickee Monkee	4.0
104492	2577	Stickee Monkee	4.56
104581	2666	Stickee Monkee	4.9
104598	1	Trappistes Rochefort 6	4.02
104696	99	Trappistes Rochefort 6	4.29
104973	376	Trappistes Rochefort 6	4.46
105088	491	Trappistes Rochefort 6	4.25
105164	567	Trappistes Rochefort 6	3.91
105736	1139	Trappistes Rochefort 6	3.98
105849	1252	Trappistes Rochefort 6	4.03
105868	1271	Trappistes Rochefort 6	4.08
106312	1715	Trappistes Rochefort 6	3.62
106390	1793	Trappistes Rochefort 6	4.0
106555	1958	Trappistes Rochefort 6	4.49
106783	2186	Trappistes Rochefort 6	4.75
106957	2360	Trappistes Rochefort 6	4.23
107123	2526	Trappistes Rochefort 6	3.94
107156	2559	Trappistes Rochefort 6	4.27
107280	1	Trappistes Rochefort 8	4.02
107288	9	Trappistes Rochefort 8	3.82
107543	264	Trappistes Rochefort 8	2.87
107593	314	Trappistes Rochefort 8	3.98
107655	376	Trappistes Rochefort 8	4.28
107770	491	Trappistes Rochefort 8	4.0
108025	746	Trappistes Rochefort 8	4.71
108208	929	Trappistes Rochefort 8	4.29
108252	973	Trappistes Rochefort 8	4.25
108412	1133	Trappistes Rochefort 8	4.5
108419	1140	Trappistes Rochefort 8	4.1
108531	1252	Trappistes Rochefort 8	4.21
108550	1271	Trappistes Rochefort 8	4.58
108778	1499	Trappistes Rochefort 8	4.28
108844	1565	Trappistes Rochefort 8	4.43
108886	1607	Trappistes Rochefort 8	4.24
109108	1829	Trappistes Rochefort 8	4.41
109288	2009	Trappistes Rochefort 8	4.79
109346	2067	Trappistes Rochefort 8	4.5
109391	2112	Trappistes Rochefort 8	4.31
109420	2141	Trappistes Rochefort 8	2.5
109601	2322	Trappistes Rochefort 8	5.0
109639	2360	Trappistes Rochefort 8	4.25
109678	2399	Trappistes Rochefort 8	4.64
109704	2425	Trappistes Rochefort 8	4.48
109745	2466	Trappistes Rochefort 8	4.42
109805	2526	Trappistes Rochefort 8	4.25
109824	2545	Trappistes Rochefort 8	3.95
109962	1	Trigo	3.87
110002	41	Trigo	4.07
110076	115	Trigo	4.0
110242	281	Trigo	3.9
110334	373	Trigo	3.9
110492	531	Trigo	2.45
110510	549	Trigo	3.67
110569	608	Trigo	3.77
110570	609	Trigo	4.5
110577	616	Trigo	3.79
110647	686	Trigo	3.78
110717	756	Trigo	4.0
110772	811	Trigo	3.91
110876	915	Trigo	3.68
110889	928	Trigo	3.6
110984	1023	Trigo	4.04
111008	1047	Trigo	4.0
111028	1067	Trigo	3.81
111053	1092	Trigo	3.73
111196	1235	Trigo	3.75
111498	1537	Trigo	3.92
111510	1549	Trigo	4.79
111589	1628	Trigo	3.96
111659	1698	Trigo	4.12
111841	1880	Trigo	4.15
111996	2035	Trigo	3.73
112216	2255	Trigo	4.0
112239	2278	Trigo	3.77
112274	2313	Trigo	4.04
112383	2422	Trigo	4.0
112432	2471	Trigo	3.78
112469	2508	Trigo	3.93
112500	2539	Trigo	4.0
112537	2576	Trigo	3.56
112644	1	Uncle Rusty	4.4
113432	789	Uncle Rusty	4.27
115326	1	Westy IPA	4.21
116699	1374	Westy IPA	4.25
118008	1	Who Brought the Dipshit?	4.21
120690	1	Yakima Fresh Hop	4.21
121304	615	Yakima Fresh Hop	3.96
121478	789	Yakima Fresh Hop	4.34
121863	1174	Yakima Fresh Hop	4.56
122310	1621	Yakima Fresh Hop	4.08
122316	1627	Yakima Fresh Hop	4.25
123030	2341	Yakima Fresh Hop	4.17
123230	2541	Yakima Fresh Hop	4.13
123372	1	Yin	4.1
123751	380	Yin	4.0
125234	1863	Yin	3.88
125585	2214	Yin	3.5
125691	2320	Yin	4.0
126055	2	12th Of Never Ale	4.22
126122	69	12th Of Never Ale	4.0
126184	131	12th Of Never Ale	3.93
126276	223	12th Of Never Ale	4.3
126367	314	12th Of Never Ale	3.83
126371	318	12th Of Never Ale	4.06
126479	426	12th Of Never Ale	4.15
126534	481	12th Of Never Ale	4.0
126539	486	12th Of Never Ale	4.06
126540	487	12th Of Never Ale	4.38
126588	535	12th Of Never Ale	4.0
126759	706	12th Of Never Ale	4.31
126840	787	12th Of Never Ale	4.01
126854	801	12th Of Never Ale	3.19
126862	809	12th Of Never Ale	3.84
126991	938	12th Of Never Ale	4.01
127064	1011	12th Of Never Ale	4.0
127195	1142	12th Of Never Ale	2.5
127324	1271	12th Of Never Ale	3.78
127336	1283	12th Of Never Ale	3.82
127350	1297	12th Of Never Ale	3.5
127415	1362	12th Of Never Ale	3.02
127423	1370	12th Of Never Ale	4.37
127521	1468	12th Of Never Ale	3.89
127525	1472	12th Of Never Ale	3.9
127581	1528	12th Of Never Ale	3.67
127590	1537	12th Of Never Ale	4.25
127612	1559	12th Of Never Ale	4.41
127718	1665	12th Of Never Ale	3.81
127796	1743	12th Of Never Ale	4.09
127810	1757	12th Of Never Ale	3.54
127872	1819	12th Of Never Ale	4.4
127973	1920	12th Of Never Ale	4.0
128073	2020	12th Of Never Ale	4.17
128114	2061	12th Of Never Ale	4.34
128125	2072	12th Of Never Ale	3.92
128144	2091	12th Of Never Ale	3.94
128183	2130	12th Of Never Ale	2.99
128395	2342	12th Of Never Ale	3.87
128441	2388	12th Of Never Ale	4.25
128498	2445	12th Of Never Ale	3.66
128592	2539	12th Of Never Ale	4.18
128598	2545	12th Of Never Ale	3.69
128612	2559	12th Of Never Ale	3.92
128737	2	2010 Vintage Oak Aged Ale (Barrel No. 144)	4.31
131419	2	Ales For ALS 2016	4.27
134101	2	Aunt Sally	4.0
134148	49	Aunt Sally	3.99
134184	85	Aunt Sally	4.27
134607	508	Aunt Sally	3.12
134908	809	Aunt Sally	3.98
135023	924	Aunt Sally	3.49
135241	1142	Aunt Sally	4.0
135335	1236	Aunt Sally	3.61
135414	1315	Aunt Sally	3.81
135528	1429	Aunt Sally	3.61
135800	1701	Aunt Sally	3.99
135833	1734	Aunt Sally	2.88
135869	1770	Aunt Sally	3.91
135965	1866	Aunt Sally	4.4
136190	2091	Aunt Sally	3.42
136403	2304	Aunt Sally	3.86
136565	2466	Aunt Sally	3.87
136783	2	Black Note Stout	4.51
136818	37	Black Note Stout	4.62
136833	52	Black Note Stout	3.83
136932	151	Black Note Stout	4.56
136950	169	Black Note Stout	4.42
136957	176	Black Note Stout	4.29
137105	324	Black Note Stout	4.46
137261	480	Black Note Stout	4.63
137263	482	Black Note Stout	4.19
137293	512	Black Note Stout	3.61
137303	522	Black Note Stout	4.4
137335	554	Black Note Stout	4.59
137589	808	Black Note Stout	4.75
137717	936	Black Note Stout	4.02
137734	953	Black Note Stout	4.49
137835	1054	Black Note Stout	4.5
137853	1072	Black Note Stout	3.86
137900	1119	Black Note Stout	4.68
137938	1157	Black Note Stout	4.43
137945	1164	Black Note Stout	4.52
137965	1184	Black Note Stout	4.02
137992	1211	Black Note Stout	5.0
138036	1255	Black Note Stout	4.59
138060	1279	Black Note Stout	4.27
138062	1281	Black Note Stout	4.25
138080	1299	Black Note Stout	4.6
138100	1319	Black Note Stout	4.77
138112	1331	Black Note Stout	4.5
138149	1368	Black Note Stout	4.91
138179	1398	Black Note Stout	4.43
138202	1421	Black Note Stout	4.95
138229	1448	Black Note Stout	4.3
138261	1480	Black Note Stout	4.28
138299	1518	Black Note Stout	4.19
138308	1527	Black Note Stout	4.35
138350	1569	Black Note Stout	4.53
138373	1592	Black Note Stout	4.41
138396	1615	Black Note Stout	4.43
138419	1638	Black Note Stout	4.54
138558	1777	Black Note Stout	4.46
138637	1856	Black Note Stout	4.7
138652	1871	Black Note Stout	4.49
138692	1911	Black Note Stout	4.53
138860	2079	Black Note Stout	4.31
138872	2091	Black Note Stout	4.44
138916	2135	Black Note Stout	4.4
139000	2219	Black Note Stout	4.0
139047	2266	Black Note Stout	4.68
139050	2269	Black Note Stout	4.75
139057	2276	Black Note Stout	4.0
139109	2328	Black Note Stout	4.84
139121	2340	Black Note Stout	4.6
139194	2413	Black Note Stout	4.43
139250	2469	Black Note Stout	4.5
139272	2491	Black Note Stout	4.05
139316	2535	Black Note Stout	4.75
139332	2551	Black Note Stout	3.93
139363	2582	Black Note Stout	4.39
139387	2606	Black Note Stout	4.45
139447	2666	Black Note Stout	5.0
139463	2682	Black Note Stout	5.0
139465	2	Bone Head Imperial Red	4.46
139987	524	Bone Head Imperial Red	4.18
141677	2214	Bone Head Imperial Red	3.5
142147	2	Bourbon Barrel Aged Battleaxe Baltic Porter	4.35
144829	2	Bourbon Barrel Champion Ground	4.5
144832	5	Bourbon Barrel Champion Ground	4.23
144957	130	Bourbon Barrel Champion Ground	4.54
145021	194	Bourbon Barrel Champion Ground	4.5
145045	218	Bourbon Barrel Champion Ground	4.75
145204	377	Bourbon Barrel Champion Ground	4.53
145258	431	Bourbon Barrel Champion Ground	4.0
145436	609	Bourbon Barrel Champion Ground	5.0
145623	796	Bourbon Barrel Champion Ground	4.44
145762	935	Bourbon Barrel Champion Ground	4.43
145865	1038	Bourbon Barrel Champion Ground	4.5
146126	1299	Bourbon Barrel Champion Ground	4.64
146274	1447	Bourbon Barrel Champion Ground	4.28
146334	1507	Bourbon Barrel Champion Ground	3.84
146415	1588	Bourbon Barrel Champion Ground	4.62
146616	1789	Bourbon Barrel Champion Ground	3.89
146931	2104	Bourbon Barrel Champion Ground	5.0
147047	2220	Bourbon Barrel Champion Ground	4.5
147071	2244	Bourbon Barrel Champion Ground	3.92
147263	2436	Bourbon Barrel Champion Ground	4.62
147316	2489	Bourbon Barrel Champion Ground	4.48
147511	2	Consecration	4.3
147623	114	Consecration	4.36
147702	193	Consecration	4.4
147716	207	Consecration	4.38
147759	250	Consecration	4.5
147821	312	Consecration	4.5
147870	361	Consecration	4.4
148021	512	Consecration	3.2
148071	562	Consecration	4.38
148226	717	Consecration	4.43
148317	808	Consecration	4.59
148444	935	Consecration	4.52
148497	988	Consecration	4.62
148578	1069	Consecration	4.24
148666	1157	Consecration	4.09
148796	1287	Consecration	4.46
148808	1299	Consecration	4.42
148841	1332	Consecration	4.15
148877	1368	Consecration	4.66
148938	1429	Consecration	5.0
148957	1448	Consecration	4.26
148989	1480	Consecration	4.5
149116	1607	Consecration	4.5
149178	1669	Consecration	4.5
149213	1704	Consecration	4.62
149406	1897	Consecration	4.3
149420	1911	Consecration	3.8
149440	1931	Consecration	4.49
149468	1959	Consecration	4.12
149526	2017	Consecration	5.0
149596	2087	Consecration	4.3
149600	2091	Consecration	4.64
149650	2141	Consecration	4.0
149776	2267	Consecration	4.5
149848	2339	Consecration	4.25
149900	2391	Consecration	4.19
149912	2403	Consecration	4.31
150008	2499	Consecration	4.62
150193	2	Consecrator Doppelbock	3.89
150315	124	Consecrator Doppelbock	3.78
150342	151	Consecrator Doppelbock	4.08
150433	242	Consecrator Doppelbock	4.37
150508	317	Consecrator Doppelbock	2.75
150713	522	Consecrator Doppelbock	4.05
151951	1760	Consecrator Doppelbock	3.21
152260	2069	Consecrator Doppelbock	3.94
152710	2519	Consecrator Doppelbock	3.94
152875	2	Cucumber Bodhi	4.23
155557	2	Doom	3.87
155592	37	Doom	3.77
155615	60	Doom	4.0
155727	172	Doom	4.61
155873	318	Doom	4.0
155887	332	Doom	4.0
156060	505	Doom	4.5
156084	529	Doom	3.16
156202	647	Doom	4.0
156218	663	Doom	4.71
156345	790	Doom	4.21
156457	902	Doom	4.19
156501	946	Doom	4.29
156520	965	Doom	4.07
156711	1156	Doom	4.19
156721	1166	Doom	4.17
156811	1256	Doom	4.43
156998	1443	Doom	3.76
157014	1459	Doom	4.66
157313	1758	Doom	4.36
157314	1759	Doom	4.25
157396	1841	Doom	4.5
157479	1924	Doom	4.24
157543	1988	Doom	3.49
157788	2233	Doom	4.04
158221	2666	Doom	4.8
158239	2	EXPIPA	4.12
160921	2	Earthrise	4.31
162961	2042	Earthrise	4.02
163177	2258	Earthrise	3.93
163603	2	Enjoy By Unfiltered IPA	4.49
163809	208	Enjoy By Unfiltered IPA	4.32
163931	330	Enjoy By Unfiltered IPA	4.0
164033	432	Enjoy By Unfiltered IPA	4.5
164155	554	Enjoy By Unfiltered IPA	4.33
164193	592	Enjoy By Unfiltered IPA	4.33
164414	813	Enjoy By Unfiltered IPA	3.9
164459	858	Enjoy By Unfiltered IPA	3.58
164466	865	Enjoy By Unfiltered IPA	4.18
164589	988	Enjoy By Unfiltered IPA	3.99
164655	1054	Enjoy By Unfiltered IPA	4.25
164701	1100	Enjoy By Unfiltered IPA	4.33
164738	1137	Enjoy By Unfiltered IPA	4.35
164813	1212	Enjoy By Unfiltered IPA	3.0
164900	1299	Enjoy By Unfiltered IPA	4.21
164933	1332	Enjoy By Unfiltered IPA	4.99
164995	1394	Enjoy By Unfiltered IPA	4.31
165060	1459	Enjoy By Unfiltered IPA	4.53
165169	1568	Enjoy By Unfiltered IPA	4.5
165220	1619	Enjoy By Unfiltered IPA	4.0
165326	1725	Enjoy By Unfiltered IPA	4.17
165348	1747	Enjoy By Unfiltered IPA	4.56
165528	1927	Enjoy By Unfiltered IPA	3.73
165585	1984	Enjoy By Unfiltered IPA	4.66
165601	2000	Enjoy By Unfiltered IPA	4.13
165640	2039	Enjoy By Unfiltered IPA	4.56
165667	2066	Enjoy By Unfiltered IPA	4.38
165812	2211	Enjoy By Unfiltered IPA	4.56
166161	2560	Enjoy By Unfiltered IPA	4.03
166223	2622	Enjoy By Unfiltered IPA	4.3
166285	2	Frootwood	4.24
166343	60	Frootwood	3.77
166434	151	Frootwood	4.21
166477	194	Frootwood	3.8
166702	419	Frootwood	4.22
166734	451	Frootwood	3.93
166839	556	Frootwood	3.69
166975	692	Frootwood	3.96
167867	1584	Frootwood	4.59
167986	1703	Frootwood	2.35
168025	1742	Frootwood	3.5
168350	2067	Frootwood	4.0
168375	2092	Frootwood	3.88
168597	2314	Frootwood	4.48
168624	2341	Frootwood	3.72
168967	2	Hop Marauder Imperial IPA	4.56
169295	330	Hop Marauder Imperial IPA	4.0
169760	795	Hop Marauder Imperial IPA	4.51
170451	1486	Hop Marauder Imperial IPA	4.04
171649	2	Hop Stalker Fresh Hop IPA	4.21
171704	57	Hop Stalker Fresh Hop IPA	3.97
172378	731	Hop Stalker Fresh Hop IPA	4.21
172437	790	Hop Stalker Fresh Hop IPA	4.42
172879	1232	Hop Stalker Fresh Hop IPA	4.91
172926	1279	Hop Stalker Fresh Hop IPA	4.14
173624	1977	Hop Stalker Fresh Hop IPA	4.75
174331	2	IBUsive	4.32
175227	898	IBUsive	4.69
175863	1534	IBUsive	4.38
176363	2034	IBUsive	4.3
176671	2342	IBUsive	4.8
176808	2479	IBUsive	4.0
177013	2	Imperial Biscotti Break	4.35
177085	74	Imperial Biscotti Break	4.5
177246	235	Imperial Biscotti Break	3.49
177282	271	Imperial Biscotti Break	4.21
177289	278	Imperial Biscotti Break	4.24
177316	305	Imperial Biscotti Break	2.85
177329	318	Imperial Biscotti Break	3.7
177373	362	Imperial Biscotti Break	4.06
177406	395	Imperial Biscotti Break	4.5
177505	494	Imperial Biscotti Break	4.55
177538	527	Imperial Biscotti Break	4.37
177562	551	Imperial Biscotti Break	4.46
177756	745	Imperial Biscotti Break	4.02
177825	814	Imperial Biscotti Break	4.54
178219	1208	Imperial Biscotti Break	3.77
178379	1368	Imperial Biscotti Break	4.41
178758	1747	Imperial Biscotti Break	4.11
179018	2007	Imperial Biscotti Break	4.1
179077	2066	Imperial Biscotti Break	4.38
179086	2075	Imperial Biscotti Break	3.75
179186	2175	Imperial Biscotti Break	3.91
179200	2189	Imperial Biscotti Break	4.64
179209	2198	Imperial Biscotti Break	4.6
179210	2199	Imperial Biscotti Break	4.07
179220	2209	Imperial Biscotti Break	3.83
179240	2229	Imperial Biscotti Break	4.41
179351	2340	Imperial Biscotti Break	4.58
179379	2368	Imperial Biscotti Break	4.78
179380	2369	Imperial Biscotti Break	3.75
179503	2492	Imperial Biscotti Break	3.25
179528	2517	Imperial Biscotti Break	4.0
179614	2603	Imperial Biscotti Break	4.43
179622	2611	Imperial Biscotti Break	4.0
179671	2660	Imperial Biscotti Break	4.32
179695	2	Jai Alai IPA - White Oak	4.14
179809	116	Jai Alai IPA - White Oak	4.24
179851	158	Jai Alai IPA - White Oak	4.01
179906	213	Jai Alai IPA - White Oak	4.25
180052	359	Jai Alai IPA - White Oak	4.72
180059	366	Jai Alai IPA - White Oak	4.24
180066	373	Jai Alai IPA - White Oak	4.05
180247	554	Jai Alai IPA - White Oak	4.19
180341	648	Jai Alai IPA - White Oak	4.5
180351	658	Jai Alai IPA - White Oak	4.38
180352	659	Jai Alai IPA - White Oak	4.0
180364	671	Jai Alai IPA - White Oak	4.25
180495	802	Jai Alai IPA - White Oak	4.0
180520	827	Jai Alai IPA - White Oak	4.25
180559	866	Jai Alai IPA - White Oak	4.24
180609	916	Jai Alai IPA - White Oak	4.15
180752	1059	Jai Alai IPA - White Oak	3.88
180972	1279	Jai Alai IPA - White Oak	3.7
181000	1307	Jai Alai IPA - White Oak	3.9
181058	1365	Jai Alai IPA - White Oak	3.84
181152	1459	Jai Alai IPA - White Oak	4.82
181231	1538	Jai Alai IPA - White Oak	4.31
181233	1540	Jai Alai IPA - White Oak	4.06
181242	1549	Jai Alai IPA - White Oak	4.32
181308	1615	Jai Alai IPA - White Oak	3.7
181348	1655	Jai Alai IPA - White Oak	4.23
181500	1807	Jai Alai IPA - White Oak	3.94
181528	1835	Jai Alai IPA - White Oak	4.06
181565	1872	Jai Alai IPA - White Oak	3.74
181585	1892	Jai Alai IPA - White Oak	4.22
181776	2083	Jai Alai IPA - White Oak	4.24
181834	2141	Jai Alai IPA - White Oak	4.25
181943	2250	Jai Alai IPA - White Oak	4.0
181959	2266	Jai Alai IPA - White Oak	3.75
181976	2283	Jai Alai IPA - White Oak	4.13
182035	2342	Jai Alai IPA - White Oak	4.29
182060	2367	Jai Alai IPA - White Oak	4.61
182090	2397	Jai Alai IPA - White Oak	4.1
182232	2539	Jai Alai IPA - White Oak	4.15
182377	2	Julius	4.38
182427	52	Julius	4.75
182450	75	Julius	4.75
182500	125	Julius	4.75
182539	164	Julius	4.63
182565	190	Julius	4.67
182586	211	Julius	4.62
182598	223	Julius	4.38
182602	227	Julius	4.82
182695	320	Julius	4.91
182701	326	Julius	4.25
182703	328	Julius	5.0
182711	336	Julius	4.5
182730	355	Julius	4.54
182746	371	Julius	5.0
182753	378	Julius	4.7
182770	395	Julius	4.5
182822	447	Julius	4.66
182842	467	Julius	4.26
182862	487	Julius	4.75
182868	493	Julius	4.07
182870	495	Julius	4.78
182887	512	Julius	4.48
182896	521	Julius	4.49
182927	552	Julius	4.62
182950	575	Julius	4.63
182973	598	Julius	4.36
183011	636	Julius	4.27
183022	647	Julius	4.6
183078	703	Julius	4.87
183080	705	Julius	4.59
183084	709	Julius	4.6
183112	737	Julius	4.5
183143	768	Julius	4.6
183155	780	Julius	4.95
183172	797	Julius	4.6
183206	831	Julius	4.25
183241	866	Julius	4.87
183258	883	Julius	4.5
183311	936	Julius	4.8
183312	937	Julius	4.54
183319	944	Julius	4.78
183328	953	Julius	4.42
183347	972	Julius	4.86
183350	975	Julius	4.17
183378	1003	Julius	4.28
183392	1017	Julius	4.59
183401	1026	Julius	4.81
183403	1028	Julius	4.34
183438	1063	Julius	4.64
183532	1157	Julius	4.39
183560	1185	Julius	4.89
183579	1204	Julius	4.41
183586	1211	Julius	5.0
183663	1288	Julius	4.63
183674	1299	Julius	4.71
183743	1368	Julius	4.66
183749	1374	Julius	4.75
183770	1395	Julius	4.5
183772	1397	Julius	4.42
183782	1407	Julius	4.38
183796	1421	Julius	4.69
183798	1423	Julius	5.0
183812	1437	Julius	4.02
183841	1466	Julius	4.5
183855	1480	Julius	4.81
183886	1511	Julius	4.89
183890	1515	Julius	4.85
183906	1531	Julius	4.47
183921	1546	Julius	4.73
183951	1576	Julius	4.8
183956	1581	Julius	4.57
184000	1625	Julius	4.41
184004	1629	Julius	4.12
184048	1673	Julius	4.66
184056	1681	Julius	4.11
184062	1687	Julius	4.79
184078	1703	Julius	4.67
184093	1718	Julius	4.73
184097	1722	Julius	4.61
184115	1740	Julius	4.39
184122	1747	Julius	4.67
184140	1765	Julius	4.38
184156	1781	Julius	4.4
184178	1803	Julius	4.53
184211	1836	Julius	4.31
184231	1856	Julius	4.62
184244	1869	Julius	5.0
184286	1911	Julius	4.5
184306	1931	Julius	4.73
184316	1941	Julius	4.94
184318	1943	Julius	4.58
184324	1949	Julius	4.42
184360	1985	Julius	4.84
184374	1999	Julius	4.29
184382	2007	Julius	3.91
184392	2017	Julius	5.0
184398	2023	Julius	4.6
184415	2040	Julius	4.44
184446	2071	Julius	4.75
184474	2099	Julius	4.48
184511	2136	Julius	5.0
184514	2139	Julius	4.0
184516	2141	Julius	4.5
184524	2149	Julius	4.5
184539	2164	Julius	4.61
184544	2169	Julius	4.41
184587	2212	Julius	4.75
184600	2225	Julius	4.48
184628	2253	Julius	4.75
184640	2265	Julius	4.12
184644	2269	Julius	4.77
184702	2327	Julius	4.59
184782	2407	Julius	4.68
184811	2436	Julius	4.66
184850	2475	Julius	4.69
184859	2484	Julius	4.36
184867	2492	Julius	4.0
184906	2531	Julius	4.9
184956	2581	Julius	4.3
185022	2647	Julius	5.0
185025	2650	Julius	4.58
185036	2661	Julius	4.5
185059	2	L'Abondance	4.06
185985	928	L'Abondance	3.93
187741	2	Lagunitas IPA	3.85
187846	107	Lagunitas IPA	3.99
187934	195	Lagunitas IPA	3.5
187980	241	Lagunitas IPA	4.0
188029	290	Lagunitas IPA	3.96
188057	318	Lagunitas IPA	3.69
188098	359	Lagunitas IPA	4.3
188114	375	Lagunitas IPA	4.02
188141	402	Lagunitas IPA	3.9
188193	454	Lagunitas IPA	3.0
188255	516	Lagunitas IPA	3.75
188312	573	Lagunitas IPA	4.17
188322	583	Lagunitas IPA	3.61
188340	601	Lagunitas IPA	3.9
188393	654	Lagunitas IPA	3.9
188415	676	Lagunitas IPA	3.25
188429	690	Lagunitas IPA	3.97
188434	695	Lagunitas IPA	4.18
188459	720	Lagunitas IPA	2.0
188488	749	Lagunitas IPA	3.87
188677	938	Lagunitas IPA	4.04
188684	945	Lagunitas IPA	3.88
188702	963	Lagunitas IPA	3.79
188708	969	Lagunitas IPA	3.77
188733	994	Lagunitas IPA	3.43
188816	1077	Lagunitas IPA	4.46
188833	1094	Lagunitas IPA	4.06
188879	1140	Lagunitas IPA	4.15
188908	1169	Lagunitas IPA	4.28
188940	1201	Lagunitas IPA	5.0
188964	1225	Lagunitas IPA	3.99
188996	1257	Lagunitas IPA	3.94
189025	1286	Lagunitas IPA	3.68
189054	1315	Lagunitas IPA	3.77
189080	1341	Lagunitas IPA	3.91
189109	1370	Lagunitas IPA	4.09
189168	1429	Lagunitas IPA	3.01
189207	1468	Lagunitas IPA	4.16
189230	1491	Lagunitas IPA	3.75
189285	1546	Lagunitas IPA	3.81
189350	1611	Lagunitas IPA	3.92
189389	1650	Lagunitas IPA	2.0
189439	1700	Lagunitas IPA	4.25
189511	1772	Lagunitas IPA	3.84
189530	1791	Lagunitas IPA	3.51
189579	1840	Lagunitas IPA	3.67
189591	1852	Lagunitas IPA	3.82
